,,,,
عجله کارشیطونه,,,,
,,,,
عجیب.,,,,
,,,,
عدو شود سببخیر اگرخداخواهد,,,,
,,,,
عذر بدتر از گناه,,,,
,,,,
عروس بی,,,,
,,,,
عروس تعریفیعاقبتشلختهدرآمد,,,,
,,,,
عروس را کهمادرشتعریفکنهبرایآقادائیشخوبه,,,,
,,,,
عروس که به مارسیدشب کوتاهشد,,,,
,,,,
عروس که مادرشوهرنداره,,,,
,,,,
عروس میادوسمه بکشهنهوصله بکنه,,,,
,,,,
عروسنمی,,,,
,,,,
عزیز پدر و مادر,,,,
,,,,
عزیز کرده خدارا نمی,,,,
,,,,
عسس بیا منوبگیر,,,,
,,,,
عسل در باغهست وغوره همهست,,,,
,,,,
عسل نیستی کهانگشتتبزنند,,,,
,,,,
عشق پیری گربجنبد سربهرسوایی زند,,,,
,,,,
عقد پسرعمو ودخترعمورا درآسمانبسته,,,,
,,,,
عقل که نیستجون درعذابه,,,,
,,,,
عقل مردم بهچشمشونه,,,,
,,,,
عقلش پاره,,,,
,,,,
علاج بکن کز دلمخوننیاید,,,,
,,,,
علاج واقعه پیشاز وقوعباید کرد,,,,
,,,,
علاف، بیکاره، کسیکهکارهای بیهودهانجام میدهد,,,,
,,,,
علاقه,,,,
,,,,
علاوه بر نوریدخترشهمخونه,,,,
,,,,
علف به دهانبزی بایدشیرینبیاد,,,,
,,,,
علیس,,,,
,,,,
عمر دو بایستدر اینروزگار,,,,
,,,,
عُمرن,,,,
,,,,
عمرنات,,,,
,,,,
عمرنات پتاسیم,,,,
,,,,
عیدت را اینجاکردینوروزت رابرو جایدیگه,,,,
,,,,
غاز می,,,,
,,,,
غذای سفت و سنگینشده که بر سرمعدهبماند و هضم نشود.,,,,
,,,,
,,,,
,,,,
غلام به مالخواجه نازدوخواجه به هر دو,,,,
,,,,
,,,,
,,,,
غلط گویی عمراً. ابداً. هرگز. امکان ندارد.,,,,
,,,,
غلیان بکشیم یاخجالت,,,,
,,,,
غم مرگ برادر رابرادرمردهمی,,,,
,,,,
غوره نشده مویزشده,,,,
,,,,
غیبت، پشت سردیگران حرفزدن کهباعث خنک شدندلبرخی، از جمله غیبتکنندهمی شود.,,,,
,,,,
غیر تسلیم ورضا کوچاره,,,,
,,,,
فاب فابریک,,,,
,,,,
فارسی ش,,,,
,,,,
فاز دادن,,,,
,,,,
,حال دادن.,,,
فاکین,,,,
,,,,
فالو,,,,
,,,,
فالوآنفالو کردن,,,,
,,,,
فالوئر,,,,
,,,,
فالوئینگ,,,,
,,,,
فالوبک,,,,
,,,,
فحش بده فحشبستون,,,,
,,,,
فحش رو کهبندازی روزمین,,,,
,,,,
فر خوردن,,,,
,,,,
فر دادن,,,,
,,,,
فراجناحی,,,,
,,,,
فراخ,,,,
,,,,
فرد خبر چین.,,,,
,,,,
فرد خوش شانس.,,,,
,,,,
فردا که بر من وتو وزدبادمهرگان,,,,
,,,,
فرزند بی,,,,
,,,,
فرزند عزیز نوردیده,,,,
,,,,
فرزند عزیزدردونه,,,,
,,,,
فرزند کسینمی,,,,
,,,,
فرش,,,,
,,,,
فرش قالی,,,,
,,,,
فرشش زمینه,,,,
,,,,
فرهنگ چاپلوسی,,,,
,,,,
فروغ فرخزاد,,,,
,,,,
فزنات/ فزناک,,,,
,,,,
فضانورد,,,,
,,,,
,معتاد بهقرص، معتاد بهحشیش کهخیالات خامدارد,,,
فضول را بهجهنم بردندگفت: هیزمشتره,,,,
,,,,
فطیر,,,,
,,,,
فقیر در جهنمنشستهاست,,,,
,,,,
فکش خورد زمین,,,,
,,,,
فک زدن,,,,
,,,,
فک کسی به زمینخوردن,,,,
,,,,
فکر نان کن کهخربزهآبه,,,,
,,,,
,,,,
,,,,
,سرباز نيرويانتظامي.,,,
فلفل نبین چهریزه بشکنببینچه تیزه,,,,
,,,,
فلک فلک,,,,
,,,,
فلنگ,,,,
,,,,
فنچفنچول,,,,
,,,,
فواره چون بلندشودسرنگونشود,,,,
,,,,
فیل خوابیمی,,,,
,,,,
فیل زنده,,,,
,,,,
فیل و فنجان,,,,
,,,,
فیلش یادهندوستانکرده,,,,
,,,,
فیلمی,,,,
,,,,
فیلیپس کسی راگوزنایت کردن,,,,
,,,,
فیو,,,,
,,,,
فیواستار,,,,
,,,,
فیوکردنِ منشن,,,,
,,,,
قاپقمارخونه,,,,
,,,,
قات زدن,,,,
,,,,
قاتل بپای خودپای دارمیره,,,,
,,,,
قاچ زین را بگیراسب,,,,
,,,,
قاشق,,,,
,,,,
قاشق نداری آشبخورینونتو کجکن بیلکن,,,,
,,,,
قاط زد,,,,
,,,,
قاط زدن,,,,
,,,,
,قاطي کردن.,,,
قاط می زنی.,,,,
,,,,
,,,,
قاطر پیش,,,,
,,,,
قاطر را گفتند: پدرتکیست؟گفت: اسبآقادائیمه,,,,
,,,,
قاطی کرد. به همریخت. وضع روحیاشبه هم ریخت.,,,,
,,,,
قاطی کرد. وضعروحیاش بههم ریخت.,,,,
,,,,
قاطی کردن.,,,,
,,,,
قبا سفید قباسفیده,,,,
,,,,
قبای بعد از عیدبرایگل مزارخوبه,,,,
,,,,
قُبُل منقل/ اسباب ووسایل، ملزومات.,,,,
,,,,
قبلاً گاز می گرفتی ،چیشده حالا لگد می زنی,يعني تو کهالآن داري منرا ميزنيحيوان هستي.,,,
قبلاً گاز می گرفتی،چی شده حالا لگدمیزنی,,,,
,,,,
قدر زر زرگرشناسد قدرگوهرگوهری,,,,
,,,,
قربون برمخدارو,,,,
,,,,
قربون بند کیفتم,,,,
,,,,
قربون چشمهایبادومیت ننه منبادوم می,,,,
,,,,
قربون چماق دودکشتکاه,,,,
,,,,
قربون دست وپایبلوریت,,,,
,,,,
قرص نماز رو خوردیم,,,,
,,,,
قرض که رسیدبهصدتومن,,,,
,,,,
قرقره نکن,,,,
,,,,
قُزل قورت,,,,
,,,,
قُزمیت,,,,
,,,,
قسم حضرتعباس راباور کنمیا دمخروس را,,,,
,,,,
قسم نخور کهباور کردم,,,,
,,,,
قسمت را باورکنم یا دمخروسرا,,,,
,,,,
قشنگ,,,,
,,,,
قطره قطره جمعگرددوانگهیدریا شود,,,,
,,,,
قطع شد,,,,
,,,,
قمقمه,,,,
,,,,
قه ثانیه,,,,
,,,,
قورباغه,,,,
,,,,
قورمه بی,,,,
,,,,
قوم و خویش,,,,
,,,,
قوی هیکل.,,,,
,,,,
قیافه,,,,
,,,,
قیافه رو ببین.,,,,
,,,,
قیافه گرفتن. ژستگرفتن.,,,,
,,,,
قیف اومدن,,,,
,,,,
قیفو,,,,
,,,,
کرم داری؟,,,,
,,,,
کز کردن و منزویشدن. گوشهنشینی. ناگهان به فکرفرورفتن.,,,,
,,,,
کسی را راضی بهچیزی کردن.,,,,
,,,,
کسی را ساده گیرآوردهاست. سر کسیرا کلاهمیگذارد.,,,,
,,,,
کسی که از خودگذشتگی می کند.,,,,
,,,,
کسی که چیزی نمیفهمد.,,,,
,,,,
کسی که زیاد قیافهمیگیرد. کسی کهخودش را میگیرد. کاربرد در جمله,,,,
کسی که زیادی گیر میدهد.,,,,
,,,,
کسی که کارهایخلاف زیادیمیکند. بهجوانان محلکهبرخلاف قواعد خیلیمودبو سربهزیرنیستند گفتهمیشود.,,,,
کسی که هیکلریزهمیزهدارد، ولی بهباشگاه زیباییانداممیرود.,,,,
کسی که وجودش برای دیگران فایدهای ندارد.,,,,
,,,,
کسی که وجودشبرایدیگران فایده ایندارد.,,,,
,,,,
کلفت بار کردن,,,,
,,,,
کله شق,,,,
,,,,
,ريسک کننده.,,,
کلهشق. بیفکر.,,,,
,,,,
کلیک کردی آ,گير دادي آ.,,,
,,,,
,,,,
,,,,
,,,,
کوفت،در جواب کسیکه به شما میخندد.,,,,
,,,,
کون برهنه دوید توحرف ما,,,,
,,,,
کاچی به ازهیچی,,,,
,,,,
کاچی بهتر ازهیچیاست,,,,
,,,,
کار از محکم,,,,
,,,,
کار بوزینه نیستنجاری,,,,
,,,,
کار نباشه زرنگه,,,,
,,,,
کار نشد نداره,,,,
,,,,
کار نکردنه,,,,
,,,,
کار نیکو کردن ازپرکردن است,,,,
,,,,
کار هر بز نیستخرمنکوفتن,,,,
,,,,
کارت,,,,
,,,,
کارد دستهخودشو نمی,,,,
,,,,
کارکردن خر وخوردنیابو,,,,
,,,,
کارنت مود,,,,
,,,,
کاری بکن بهر ثواب,,,,
,,,,
کاری بکن بهرثواب,,,,
,,,,
کاری را که گرگبهسختی انجامدهد,,,,
,,,,
کاسب,,,,
,,,,
کاسه,,,,
,,,,
کاسه جایی رودکه قدحبازآید,,,,
,,,,
کاسه داغتر ازآش,,,,
,,,,
کاشکی راکاشتند سبزنشد,,,,
,,,,
کاشکی ننم زندهمی,,,,
,,,,
کافر همه را بهکیشخود پندارد,,,,
,,,,
کافسرده,,,,
,,,,
کاکتوس,,,,
,,,,
کاه از خودتنیستکاهدون کهاز خودته,,,,
,,,,
کاه بده کالا بدهدو غازو نیم بالابده,,,,
,,,,
کاه پیش سگاستخوانپیشخر,,,,
,,,,
کاه را در چشممردممی,,,,
,,,,
کاهگل لقد نمی کنم,,,,
,,,,
کاهل به آبنمی,,,,
,,,,
کباب پخته نگرددمگر بهگردیدن,,,,
,,,,
کبک در چنگ بازخفت,,,,
,,,,
کبکش خروسمی,,,,
,,,,
کبوتر با کبوتر بازبا بازکندهمجنسباهمجنسپروا,,,,
,,,,
کج می,,,,
,,,,
کجا خوشه؟اونجا کهدلخوشه,,,,
,,,,
کچل نشو که همهکچلیبخت نداره,,,,
,,,,
کدخدا را ببین,,,,
,,,,
کراش,,,,
,,,,
کرایه نشین,,,,
,,,,
کُردان,,,,
,,,,
کرم,,,,
,,,,
کرم درخت ازخوددرخته,,,,
,,,,
کرمو,,,,
,,,,
کره,,,,
,,,,
کره خوری,,,,
,,,,
کره کردن,,,,
,,,,
کریمان رابدست اندردرمنیست,,,,
,,,,
کس را وقوفنیست کهانجامکار چیست,,,,
,,,,
کس نخارد پشتمن جزناخنانگشت من,,,,
,,,,
کسی دعا می,,,,
,,,,
کسی را درقبردیگرینمی,,,,
,,,,
کسی که از آفتابصبحگرم نشد ازآفتابغروبگرمنمی,,,,
,,,,
کسی که از گرگمی,,,,
,,,,
کسی که خربزهمی,,,,
,,,,
کسی که درد و مرضیراگذرانده است مثلیک دکتر ازآن درد خبردارد و می,,,,
,,,,
کسی که درکشتیسواراست باناخدانمی,,,,
,,,,
کسی که زیاد سوالمی کند,,,,
,,,,
کسی که منارمی,,,,
,,,,
کشت و بدبخت آنکهمرد و هشت,,,,
,,,,
کشته از بسکهفزونستکفننتوان کرد,,,,
,,,,
کف دستش مثل کونبچه صافه,,,,
,,,,
کف دستی که موندارهاز کجاشمی,,,,
,,,,
کف کسی بریدن,,,,
,,,,
کف و خون بالا آوردن,,,,
,,,,
کفاف کی دهداین بادهبه مستیما,,,,
,,,,
کفتر چاهی جاشتویچاهه,,,,
,,,,
کفتر صناری یاکریمنمی,,,,
,,,,
کفش دریده,,,,
,,,,
کفشات جفت حرفاتمفت,,,,
,,,,
کفشاش یکینوحه می,,,,
,,,,
کفگیرش به تهدیگخورده,,,,
,,,,
کل اگر طبیببودی سرخوددوا نمودی,,,,
,,,,
کل کل کردن,,,,
,,,,
کلاغ آمد چریدنیادبگیره پریدنهمیادشرفت,,,,
,,,,
کلاغ از باغمونقهر کرد,,,,
,,,,
کلاغ از وقتیبچه,,,,
,,,,
کلاغ خواست راهرفتنکبک را یادبگیرهراهرفتنخودش همیادشرفت,,,,
,,,,
کلاغ رودهخودشدرآمدهبود,,,,
,,,,
کلاغ سر لونهخودشقارقارنمی,,,,
,,,,
کلان از کلانتر,,,,
,,,,
کلاه را که بههوابیندازی تاپائینبیایدهزار تاچرخ می,,,,
,,,,
کلاه کچل را آببرد,,,,
,,,,
کلفتی نون رابگیر ونازکی کاررا,,,,
,,,,
کله,,,,
,,,,
کلوخ,,,,
,,,,
کم آوردن,,,,
,,,,
کم بخور همیشهبخور,,,,
,,,,
کم بغل,,,,
,,,,
کمال همنشین درمن اثرکرد,,,,
,,,,
کمپوت هلو,,,,
,,,,
کمم گیری کمتگیرم,,,,
,,,,
کنار گود نشستهمیگهلنگش کن,,,,
,,,,
کنایه از تنگدست.,,,,
,,,,
کنایه از صدایگوش,,,,
,,,,
کنگر خوردهلنگرانداخته,,,,
,,,,
که با من هرچهکرد آنآشنا کرد,,,,
,,,,
که صاحب خرراضیباشه,,,,
,,,,
که صاحب کرمراپشیمان کنی,,,,
,,,,
که ما هم دردیار خودسریداریموسامانی,,,,
,,,,
که می,,,,
,,,,
کو زهر بهردشمن و کومهرهبهر دوست,,,,
,,,,
کو فرصت,,,,
,,,,
کوت,,,,
,,,,
کوچک خونهنباش,,,,
,,,,
کور از خدا چیمی,,,,
,,,,
کور خود و بینایمردم,,,,
,,,,
کور را چه بهشب,,,,
,,,,
کور کور رامی,,,,
,,,,
کور هرچی تویچنتهخودشهخیالمیکنهتویچنته رفیقش همهست,,,,
,,,,
کورشهاوندکانداریکهمشتریخودشونشناسه,,,,
,,,,
کوری دخترشهیچدامادخوشگل هممی,,,,
,,,,
کوری عصاکشکور دگربود,,,,
,,,,
کوریستمشعله,,,,
,,,,
کوزه,,,,
,,,,
کوزه بی,,,,
,,,,
کوزه خالی زوداز لببام میافته,,,,
,,,,
کوزه نو آب خنکداره,,,,
,,,,
کوزه نو دو روزآب راسرد نگهمیداره,,,,
,,,,
کوسه دنبال ریشرفتسیبیلشم ازدستداد,,,,
,,,,
کوسه و ریش پهن,,,,
,,,,
کوفت باشه,,,,
,,,,
کون لق آفرینش,,,,
,,,,
کوه بکوه نمیرسهآدم بهآدم میرسه,,,,
,,,,
کوه موش زاییده,,,,
,,,,
کی تواند کهشودهستیبخش,,,,
,,,,
گابمه و آبمه ونوبتآسیابمه,,,,
,,,,
,,,,
,,,,
گاگوول,,,,
,,,,
گاه باشد کهکودکینادان,,,,
,,,,
گاهی از سوراخسوزنتو می,,,,
,,,,
گاو پیشانیسفیده,,,,
,,,,
گاو نر می,,,,
,,,,
گاو نه من شیر,,,,
,,,,
گاوش زاییده,,,,
,,,,
گاومیش یکیشصدتومنه,,,,
,,,,
گبر,,,,
,,,,
گدارو که روبدیصاحبخونهمی,,,,
,,,,
گذر پوست بهدباغخانهمی,,,,
,,,,
گر این تیر از ترکشرستمی است,,,,
,,,,
گر این تیر ازترکشرستمیاست,,,,
,,,,
گر بری گوش وگر زنیدمبم,,,,
,,,,
گر به دولت برسیمستنگردیمردی,,,,
,,,,
گر تو بهترمی,,,,
,,,,
گر تو قرآن بدیننمطخوانی,,,,
,,,,
گر تو نمی,,,,
,,,,
گر جمله کائناتکافرگردند,,,,
,,,,
گر حکم شود کهمستگیرند,,,,
,,,,
گر در همه شهریک سرنیشتراست,,,,
,,,,
گر در یمنی چو بامنیپیش منی,,,,
,,,,
گر زمین و زمانبهمدوزی,,,,
,,,,
گر صبر کنیزغورهحلواسازیم,,,,
,,,,
گر طوق طلا بهگردنشبربندی,,,,
,,,,
گر گدا کاهلبودتقصیرصاحب,,,,
,,,,
گر معتبر شود ز خدابی,,,,
,,,,
گر معتبر شود زخدا بی,,,,
,,,,
گربه برایرضای خداموشنمی,,,,
,,,,
گربه تنبل راموشطبابتمی,,,,
,,,,
گربه دستش بهگوشتنمی,,,,
,,,,
گربه را اگر دراطاقحبس کنیپنجه بروتمی,,,,
,,,,
گربه را دم حجلهبایدکشت,,,,
,,,,
گربه روغنمی,,,,
,,,,
گربه شب سموره,,,,
,,,,
گربه شیر استدر گرفتنموش,,,,
,,,,
گربه مسکین اگرپرداشتی,,,,
,,,,
گرچه با آدمیبزرگ شود,,,,
,,,,
گرخیدن,,,,
,,,,
گرد نام پدر چهمی,,,,
,,,,
گرز به خورندپهلوون,,,,
,,,,
گرگ,,,,
,,,,
گرگ دهن,,,,
,,,,
گرگ که پیر میشهرقاصسگ میشه,,,,
,,,,
گرم میارمحرفه,,,,
,,,,
گرهی که با دستبازمیشه نباید بادندانبازکرد,,,,
,,,,
گفت : علاقه بندم,,,,
,,,,
گفت: خونهقاضیعروسیست.,,,,
,,,,
گفت: دارم و نمیدم،گفتند: چرا؟گفت: اگرمیدادم هفت سالهنمیشد!,,,,
,,,,
گفت: علاقه,,,,
,,,,
گفتند: از دست و پنجهنرم و نازکتپیداست,,,,
,,,,
گل بود به سبزهنیزآراسته شد,,,,
,,,,
گل بی,,,,
,,,,
گِل زن و شوهررا از یکتغاربرداشته,,,,
,,,,
گل واژه,,,,
,,,,
گلابی,,,,
,,,,
گله,,,,
,,,,
,,,,
,,,,
گلوش گیر کرده,,,,
,,,,
گمانشمی,,,,
,,,,
گنج بی,,,,
,,,,
گنج بی مار و گلبی خارنیست,,,,
,,,,
گنج و مار و گل وخار وغم وشادی بههم,,,,
,,,,
گنجشک امسالیرو باشکهگنجشکپارسالیراقبول نداره,,,,
,,,,
گنجشک با بازپریدافتاد وماتحتش درید,,,,
,,,,
گنجشک با زاغزوغشبیستتاش یه قرونه,,,,
,,,,
گنجشک مفت,,,,
,,,,
گندم از گندمبروید جو زجو,,,,
,,,,
گندم خوردیم ازبهشتبیرونمانکردند,,,,
,,,,
گنده گوزی کرد. ادعایبیجاکرد. بازمیگردد بهیک لطیفه,,,,
,,,,
گنه کرد در بلخآهنگری,,,,
,,,,
گوجه زدن,,,,
,,,,
گوز گره خورده,,,,
,,,,
گوز گنده داد,,,,
,,,,
گوساله بسته رامیزنه,,,,
,,,,
گوسفند بفکرجونه قصاب بهفکر دنبه,,,,
,,,,
گوش اگر گوشتو و نالهاگر نالهمن,,,,
,,,,
گوشت,,,,
,,,,
گوشت جوان لبطاقچه,,,,
,,,,
گوشت را از بغلگاو بایدبرید,,,,
,,,,
گوشت را ازناخننمیشه جداکرد,,,,
,,,,
گوشت رانم رامی,,,,
,,,,
گوشت کوب,,,,
,,,,
گوشت هم رامی,,,,
,,,,
گولاخ,,,,
,,,,
گون,,,,
,,,,
گوهر پاک ببایدکه شودقابلفیض,,,,
,,,,
گیر سه بیچ نده,ول کن.,,,
گیج است. آشفتهاست. تعادل روانیاشرا از دستداده است.,,,,
,,,,
گیر داد به ما. مزاحمما شد.,,,,
,,,,
گیر داد. پیله کرد.,,,,
,,,,
گیر دادن,,,,
,,,,
گیر دادی آ.,,,,
,,,,
,,,,
,,,,
گیر سه پیچ,,,,
,,,,
گیر سهپیچ,,,,
,,,,
گیر نده,,,,
,,,,
گیرم پدر تو بودفاضل,,,,
,,,,
گیرم که مارچوبهکند تنبشکل مار,,,,
,,,,
گیسش را تویآسیاسفید نکرده,,,,
,,,,
لات سی سانتی,,,,
,,,,
لاک,,,,
,,,,
لالائی بلدی چراخوابتنمی,,,,
,,,,
لاو انداختن,,,,
لاو انداختن love,,,,
لاو ترکاندن,,,,
لاو ترکاندن love,,,,
لایی کشیدن,,,,
,,,,
لب بود که دندوناومد,,,,
,,,,
لبگند,,,,
,,,,
لبی که خندهنداردشکافدیوار است,,,,
,,,,
لحافش آسمون,,,,
,,,,
لطفاً سایلنتش کن,خفه شو.,,,
,,,,
,,,,
لقمان حکیم,,,,
,,,,
لگد به بختخودش می,,,,
,,,,
لگد به گور حاتمزده,,,,
,,,,
لنگه در باغ ملی,,,,
,,,,
لنگه کفشی دربیاباننعمتی ست,,,,
,,,,
لوزر,,,,
,,,,
لولهنگش آبمی,,,,
,,,,
لیست,,,,
,,,,
لیک موش استدرمصاف پلنگ,,,,
,,,,
لیلی را از دریچهچشممجنون بایددید,,,,
,,,,
لیمیت,,,,
,,,,
ما از خیکدستبرداشتیم خیکازمادستبرنمیداره,,,,
,,,,
ما اینور جوب تواونورجوب,,,,
,,,,
ما را خسته کردی.,,,,
,,,,
ما را قربانی کرد.,,,,
,,,,
ما رو انداخت جلو پایفیل,,,,
,,,,
ما رو باش که رودیوارِکییادگاریمی,,,,
,,,,
ما صدنفر بودیمتنها اونها سه,,,,
,,,,
ما که خوردیم امانگییارو خر بودسیرابیتنپختهبود,,,,
,,,,
ما که در جهنمهستیمیک پلهپائین,,,,
,,,,
ما که رسوایجهانیم غمعالمپشمه,,,,
,,,,
ما می,,,,
,,,,
ما میکاریم تا دیگرانبخورند,,,,
,,,,
ما هم بله,,,,
,,,,
ما هم تون رامی,,,,
,,,,
ما و مجنونهمسفر بودیمدردشت جنون,,,,
,,,,
مادر را دل سوزد,,,,
,,,,
مادر که نیست بازن,,,,
,,,,
مادرزن خرمکرده توبرهبرسرم کرده,,,,
,,,,
مادرمرده راشیونمیاموز,,,,
,,,,
مار از پونه بدشمیاد دم لونه اشسبزمی,,,,
,,,,
مار پوستخودشو ولمیکنهاماخویخودشوول نمیکنه,,,,
,,,,
مار تا راست نشهبه,,,,
,,,,
مار خورده افعیشده,,,,
,,,,
مار خیلی ازپونهخوشش میاد دملونه,,,,
,,,,
مار هرکجا کجبره تویلونهخودشراستمیره,,,,
,,,,
مارا باش که ازبزدنبهمی,,,,
,,,,
مارگزیده ازریسمانسیاه وسفید میترسه,,,,
,,,,
مارگیر را آخرشمارمیکشه,,,,
,,,,
مارمهره هر مارینداره,,,,
,,,,
مارو باش با کی او مدیمسیزده به در,ابراز تعجبکردن ازخصوصيات واخلاق هايهمراهمان.,,,
مارو باش با کی اومدیم سیزده به در,,,,
,,,,
ماست,,,,
,,,,
ماست را کهخوردیکاسه,,,,
,,,,
ماست نیستیکهانگشتت بزنند,,,,
,,,,
ماستی که ترشهازتغارشپیداست,,,,
,,,,
مال است نه جاناستکه آسانبتوان داد,,,,
,,,,
مال بد بیخریشصاحبش,,,,
,,,,
مال به یکجا میرهایمونبه هزار جا,,,,
,,,,
مال خودت رامحکمنگهدارهمسایهرادزدنکن,,,,
,,,,
مال خودم مالخودم مالمردمممال خودم,,,,
,,,,
مال دنیا و بالآخرته,,,,
,,,,
مال دوره ی گروهبانیکی هیتلر,,,,
,,,,
مال ما گل مزاره,,,,
,,,,
مال مردم زیرتغاره,,,,
,,,,
مال مفت صرافینداره,,,,
,,,,
مال ممسکمیراث ظالمه,,,,
,,,,
مال من بیت,,,,
,,,,
مال همه ماله,,,,
,,,,
مالت را خار کنخودت راعزیزکن,,,,
,,,,
مالیات,,,,
,,,,
ماما که دوتا شدسربچه کج درمیاد,,,,
,,,,
ماماآورده رامرده,,,,
,,,,
ماه خانم دردمی,,,,
,,,,
ماه همیشه زیرابر پنهاننمیمونه,,,,
,,,,
ماهی از سرگنده گرددنی زدم,,,,
,,,,
ماهی رو هر وقتاز آببگیریتازه,,,,
,,,,
ماهی شو برو!,,,,
,,,,
ماهی ماهی رومیخورهماهی,,,,
,,,,
ماهی و ماست؟عزرائیلمیگه بازمتقصیرماست,,,,
,,,,
مبارک خوشگلبود آبلههمدرآورد,,,,
,,,,
متلک گفتن. رو کمکردن.,,,,
,,,,
متلک گفتن. ناسزاگفتن. روکم کردن ازطریق حرف زدن.,,,,
,,,,
مثقال نمکه خروارهمنمکه,,,,
,,,,
مثل سگ پشیمونه,,,,
,,,,
مثل سیبی که ازوسطنصف کردهباشند,,,,
,,,,
مثل کنیز ملا باقر,,,,
,,,,
مجموعه توییت,,,,
,,,,
مخ زدن,,,,
,,,,
مخ کسی را زدن,کسي راراضي بهچيزي کردن.,,,
,,,,
,,,,
مخ گایی,,,,
,,,,
مختصر کلمه «باریکاللّه»،بهمعنای آفرین.,,,,
,,,,
مخلصات,,,,
,,,,
مرد آخربینمبارک بنده,,,,
,,,,
مرد آنست کهدرکشاکش دهر,,,,
,,,,
مرد چهل سالهتازه اولچلچلیشه,,,,
,,,,
مرد خردمند هنرپیشهرا,,,,
,,,,
مرد که تنبوتشدو تا شدبفکر زننو میافته,,,,
,,,,
مردتیکه شرک,نوعي توهين,,,
,,,,
,,,,
مرده,,,,
,,,,
مرده را با گور,,,,
,,,,
مردی را پای دارمی,,,,
,,,,
مردی که نونندارهاینهمه زبوننداره,,,,
,,,,
مرغ بیوقت,,,,
,,,,
مرغ زیرک کهمی,,,,
,,,,
مرغ گرسنه ارزندرخواب می,,,,
,,,,
مرغ هم تخممیکنه همچلغوز,,,,
,,,,
مرغ همسایه غازه,,,,
,,,,
مرغ یه پا داره,,,,
,,,,
مرغی را که درهواستنباید بهسیخکشید,,,,
,,,,
مرغی که انجیرمیخورهنوکشکجه,,,,
,,,,
مرگ برای من گلابیبرای بیمار,,,,
,,,,
مرگ به فقیر وغنی نگاهنمیکنه,,,,
,,,,
مرگ خر عروسیسگه,,,,
,,,,
مرگ خوبه امابرایهمسایه,,,,
,,,,
مرگ یه بار شیونیه بار,,,,
,,,,
مزد آن گرفت جانبرادر کهکار کرد,,,,
,,,,
مزد آن گرفتجان برادرکه کارکرد,,,,
,,,,
مزدخرچرونیخرسواریست,,,,
,,,,
مستمع صاحبسخن رابر سرذوق آورد,,,,
,,,,
مسخره کردن فرد چاق.,,,,
,,,,
مسخره کردن فرد خالیبند.,,,,
,,,,
مسخره کردن فرد قدبلند.,,,,
,,,,
مسخره کردن فرد کوتهقد.,,,,
,,,,
مسخره کردن فردچاق.,,,,
,,,,
مسخره کردن فردسیبیل دار.,,,,
,,,,
مسخره کردن فردعینکی.,,,,
,,,,
مسخره کردن کسی کهزیاد آب دهانشراروی زمین می اندازد.,,,,
,,,,
مسخره کردن کسی کهفکر می کند بهنکته یمهمی دست یافته است.,,,,
,,,,
مسخره کردن کسی.,,,,
,,,,
مشت می,,,,
,,,,
مُشک آن است کهببوید؛نه آن کهعطاربگوید,,,,
,,,,
مشک خالی وپرهیز آب,,,,
,,,,
مشنگ,,,,
,,,,
,اسگل،نفهم.,,,
معامله با خودیغصهداره,,,,
,,,,
معامله نقد بویمشکمیده,,,,
,,,,
معتاد به قرص، معتادبهحشیش که خیالاتخام دارد,,,,
,,,,
معما چو حلگشت آسانشود,,,,
,,,,
معنی ضرب المثل چهعزائیست که مردهشورهم گریه میکنه,,,,
,,,,
مغز خر خورده,,,,
,,,,
مفت بار کردن,,,,
,,,,
مفت باشه,,,,
,,,,
مفرداتش خوبهاما مرده,,,,
,,,,
مفصل و فراوان.,,,,
,,,,
مقداری که در مشت جاگیرد.,,,,
,,,,
مکان,,,,
,,,,
مگسی شدن,,,,
,,,,
مگه سیب سرخبرایدست چلاقخوبه,,,,
,,,,
مگه فیلم هندیه,ابراز تعجبکردن,,,
,,,,
,,,,
ملی شدن,,,,
,,,,
مماس بودن,,,,
,,,,
من آنچه شرطبلاغ استبا تومی,,,,
,,,,
من از اینقرتی,,,,
,,,,
من از بیگانگانهرگزننالم,,,,
,,,,
من شترم,,,,
,,,,
من کجا و خلیفهدربغداد,,,,
,,,,
من مرغم,,,,
,,,,
من میگم انف تونگوانف تو بگوانف,,,,
,,,,
من میگم خواجه,,,,
,,,,
من میگم نره تومیگیبدوش,,,,
,,,,
من نمی,,,,
,,,,
من نوکر حاکممنه نوکربادنجان,,,,
,,,,
من هم ازشاگردهانمی,,,,
,,,,
من هم کور,,,,
,,,,
منشن,,,,
,,,,
منشن قطاری,,,,
,,,,
مه فشاند نور وسگعوعو کند,,,,
,,,,
مهتاب نرخ ماسترا می,,,,
,,,,
مهر درخشنده چوپنهانشود,,,,
,,,,
مُهرمون هم خرابه,,,,
,,,,
مهره مار داره,,,,
,,,,
مهمان هرکه باشد، درخانه هرچه باشد,,,,
,,,,
مهمل,,,,
,,,,
مهمون بایدخنده,,,,
,,,,
مهمون تا سه روزعزیزه,,,,
,,,,
مهمون خرصاحب,,,,
,,,,
مهمون که یکیشدصاحب,,,,
,,,,
مهمون مهمونونمیتونهببینهصاحب,,,,
,,,,
مهمون ناخوندهخرجشپایخودشه,,,,
,,,,
مهمون هرکی درخونههرچی,,,,
,,,,
مو از ماستکشید,,,,
,,,,
